Bowral Hospital,Hospital,NSW,Medium regional hospitals,2014Ð15,"6,189",,"$4,600",,"$4,950",,17%,,,,,,
Broken Hill Hospital,Hospital,NSW,Medium regional hospitals,2012Ð13,"5,151",,"$6,300",,"$5,100",,20%,,,,,,
Broken Hill Hospital,Hospital,NSW,Medium regional hospitals,2013Ð14,"4,964",,"$6,000",,"$4,940",,21%,,,,,,
Broken Hill Hospital,Hospital,NSW,Medium regional hospitals,2014Ð15,"5,118",,"$5,200",,"$4,950",,19%,,,,,,
Calvary Mater Newcastle Hospital,Hospital,NSW,Large metropolitan hospitals,2012Ð13,"14,739",,"$4,600",,"$4,460",,28%,,,,,,
Calvary Mater Newcastle Hospital,Hospital,NSW,Large metropolitan hospitals,2013Ð14,"15,829",,"$4,600",,"$4,440",,30%,,,,,,
Calvary Mater Newcastle Hospital,Hospital,NSW,Large metropolitan hospitals,2014Ð15,"16,429",,"$4,100",,"$4,460",,30%,,,,,,
Campbelltown Hospital,Hospital,NSW,Large metropolitan hospitals,2012Ð13,"31,016",,"$4,600",,"$4,460",,14%,,,,,,
Campbelltown Hospital,Hospital,NSW,Large metropolitan hospitals,2013Ð14,"31,477",,"$4,200",,"$4,440",,14%,,,,,,
Campbelltown Hospital,Hospital,NSW,Large metropolitan hospitals,2014Ð15,"33,611",,"$4,600",,"$4,460",,14%,,,,,,
Canterbury Hospital,Hospital,NSW,Medium metropolitan hospitals,2012Ð13,"13,349",,"$4,400",,"$4,300",,12%,,,,,,
Canterbury Hospital,Hospital,NSW,Medium metropolitan hospitals,2013Ð14,"13,819",,"$4,700",,"$4,200",,16%,,,,,,
Canterbury Hospital,Hospital,NSW,Medium metropolitan hospitals,2014Ð15,"14,417",,"$4,400",,"$4,080",,16%,,,,,,
Coffs Harbour Hospital,Hospital,NSW,Large regional hospitals,2012Ð13,"23,085",,"$4,300",,"$4,450",,16%,,,,,,
Coffs Harbour Hospital,Hospital,NSW,Large regional hospitals,2013Ð14,"22,703",,"$4,200",,"$4,490",,19%,,,,,,
Coffs Harbour Hospital,Hospital,NSW,Large regional hospitals,2014Ð15,"24,933",,"$4,100",,"$4,420",,19%,,,,,,
Concord Hospital,Hospital,NSW,Major hospitals,2012Ð13,NP,,NP,,"$4,730",,NP,,,,,,
Concord Hospital,Hospital,NSW,Major hospitals,2013Ð14,"43,562",,"$4,800",,"$4,730",,26%,,,,,,
Concord Hospital,Hospital,NSW,Major hospitals,2014Ð15,"45,213",,"$4,500",,"$4,680",,25%,,,,,,
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2012Ð13,"16,296",,"$5,100",,"$4,450",,16%,,,,,,
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2013Ð14,"15,385",,"$5,100",,"$4,490",,16%,,,,,,
Dubbo Hospital,Hospital,NSW,Large regional hospitals,2014Ð15,"16,138",,"$4,500",,"$4,420",,17%,,,,,,
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2012Ð13,"15,608",,"$4,300",,"$4,300",,9%,,,,,,
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2013Ð14,"16,916",,"$4,100",,"$4,200",,9%,,,,,,
Fairfield Hospital,Hospital,NSW,Medium metropolitan hospitals,2014Ð15,"17,682",,"$4,100",,"$4,080",,10%,,,,,,
Gosford Hospital,Hospital,NSW,Large metropolitan hospitals,2012Ð13,"40,663",,"$4,700",,"$4,460",,21%,,,,,,
Gosford Hospital,Hospital,NSW,Large metropolitan hospitals,2013Ð14,"42,317",,"$4,500",,"$4,440",,21%,,,,,,
Gosford Hospital,Hospital,NSW,Large metropolitan hospitals,2014Ð15,"43,753",,"$4,800",,"$4,460",,22%,,,,,,
Goulburn Hospital,Hospital,NSW,Medium regional hospitals,2012Ð13,"7,367",,"$5,900",,"$5,100",,26%,,,,,,
Goulburn Hospital,Hospital,NSW,Medium regional hospitals,2013Ð14,"7,796",,"$5,200",,"$4,940",,27%,,,,,,
Goulburn Hospital,Hospital,NSW,Medium regional hospitals,2014Ð15,"8,328",,"$5,000",,"$4,950",,26%,,,,,,
Grafton Base Hospital,Hospital,NSW,Medium regional hospitals,2012Ð13,"7,191",,"$5,200",,"$5,100",,12%,,,,,,
Grafton Base Hospital,Hospital,NSW,Medium regional hospitals,2013Ð14,"7,096",,"$5,000",,"$4,940",,15%,,,,,,
Grafton Base Hospital,Hospital,NSW,Medium regional hospitals,2014Ð15,"7,757",,"$5,100",,"$4,950",,16%,,,,,,
Griffith Hospital,Hospital,NSW,Large regional hospitals,2012Ð13,"5,676",,"$5,300",,"$4,450",,27%,,,,,,
Griffith Hospital,Hospital,NSW,Large regional hospitals,2013Ð14,"5,804",,"$5,400",,"$4,490",,26%,,,,,,
Griffith Hospital,Hospital,NSW,Large regional hospitals,2014Ð15,"6,353",,"$5,100",,"$4,420",,27%,,,,,,
Hornsby Ku-ring-gai Hospital,Hospital,NSW,Large metropolitan hospitals,2012Ð13,"16,358",,"$4,400",,"$4,460",,32%,,,,,,
Hornsby Ku-ring-gai Hospital,Hospital,NSW,Large metropolitan hospitals,2013Ð14,"17,728",,"$4,900",,"$4,440",,33%,,,,,,
Hornsby Ku-ring-gai Hospital,Hospital,NSW,Large metropolitan hospitals,2014Ð15,"18,894",,"$4,700",,"$4,460",,34%,,,,,,
John Hunter Hospital,Hospital,NSW,Major hospitals,2012Ð13,"67,982",,"$4,600",,"$4,730",,28%,,,,,,
John Hunter Hospital,Hospital,NSW,Major hospitals,2013Ð14,"70,292",,"$4,800",,"$4,730",,29%,,,,,,
John Hunter Hospital,Hospital,NSW,Major hospitals,2014Ð15,"72,653",,"$4,500",,"$4,680",,28%,,,,,,
Kempsey Hospital,Hospital,NSW,Medium regional hospitals,2012Ð13,"4,354",,"$4,700",,"$5,100",,7%,,,,,,
Kempsey Hospital,Hospital,NSW,Medium regional hospitals,2013Ð14,"4,445",,"$4,900",,"$4,940",,7%,,,,,,
Kempsey Hospital,Hospital,NSW,Medium regional hospitals,2014Ð15,"4,728",,"$4,900",,"$4,950",,7%,,,,,,
Lismore Hospital,Hospital,NSW,Large regional hospitals,2012Ð13,"24,098",,"$4,700",,"$4,450",,12%,,,,,,
Lismore Hospital,Hospital,NSW,Large regional hospitals,2013Ð14,"24,744",,"$4,800",,"$4,490",,14%,,,,,,
Lismore Hospital,Hospital,NSW,Large regional hospitals,2014Ð15,"26,302",,"$4,600",,"$4,420",,14%,,,,,,
Liverpool Hospital,Hospital,NSW,Major hospitals,2012Ð13,"68,920",,"$4,300",,"$4,730",,12%,,,,,,
Liverpool Hospital,Hospital,NSW,Major hospitals,2013Ð14,"72,425",,"$4,300",,"$4,730",,14%,,,,,,
Liverpool Hospital,Hospital,NSW,Major hospitals,2014Ð15,"76,247",,"$4,300",,"$4,680",,14%,,,,,,
Maitland Hospital,Hospital,NSW,Medium metropolitan hospitals,2012Ð13,NP,,NP,,"$4,300",,NP,,,,,,
Maitland Hospital,Hospital,NSW,Medium metropolitan hospitals,2013Ð14,NP,,NP,,"$4,200",,NP,,,,,,
Maitland Hospital,Hospital,NSW,Medium metropolitan hospitals,2014Ð15,NP,,NP,,"$4,080",,NP,,,,,,
Manly Hospital,Hospital,NSW,Large metropolitan hospitals,2012Ð13,"10,711",,"$4,600",,"$4,460",,35%,,,,,,
Manly Hospital,Hospital,NSW,Large metropolitan hospitals,2013Ð14,"10,899",,"$4,900",,"$4,440",,38%,,,,,,
Manly Hospital,Hospital,NSW,Large metropolitan hospitals,2014Ð15,"10,992",,"$4,800",,"$4,460",,39%,,,,,,
Manning Hospital,Hospital,NSW,Large regional hospitals,2012Ð13,"13,550",,"$4,900",,"$4,450",,13%,,,,,,
Manning Hospital,Hospital,NSW,Large regional hospitals,2013Ð14,"14,085",,"$4,700",,"$4,490",,13%,,,,,,
Manning Hospital,Hospital,NSW,Large regional hospitals,2014Ð15,"14,881",,"$4,100",,"$4,420",,12%,,,,,,
Mona Vale Hospital,Hospital,NSW,Large metropolitan hospitals,2012Ð13,"8,668",,"$4,300",,"$4,460",,35%,,,,,,
Mona Vale Hospital,Hospital,NSW,Large metropolitan hospitals,2013Ð14,"9,162",,"$4,400",,"$4,440",,35%,,,,,,
Mona Vale Hospital,Hospital,NSW,Large metropolitan hospitals,2014Ð15,"10,086",,"$4,100",,"$4,460",,39%,,,,,,
Mount Druitt Hospital,Hospital,NSW,Medium metropolitan hospitals,2012Ð13,"5,444",,"$4,400",,"$4,300",,9%,,,,,,
Mount Druitt Hospital,Hospital,NSW,Medium metropolitan hospitals,2013Ð14,"5,413",,"$4,700",,"$4,200",,9%,,,,,,
Mount Druitt Hospital,Hospital,NSW,Medium metropolitan hospitals,2014Ð15,"5,201",,"$4,500",,"$4,080",,10%,,,,,,
Nepean Hospital,Hospital,NSW,Major hospitals,2012Ð13,"51,822",,"$4,400",,"$4,730",,12%,,,,,,
Nepean Hospital,Hospital,NSW,Major hospitals,2013Ð14,"55,148",,"$4,300",,"$4,730",,13%,,,,,,
Nepean Hospital,Hospital,NSW,Major hospitals,2014Ð15,"60,106",,"$4,100",,"$4,680",,14%,,,,,,
Orange Health Service,Hospital,NSW,Large regional hospitals,2012Ð13,"20,593",,"$5,200",,"$4,450",,21%,,,,,,
Orange Health Service,Hospital,NSW,Large regional hospitals,2013Ð14,"20,993",,"$5,000",,"$4,490",,22%,,,,,,
Orange Health Service,Hospital,NSW,Large regional hospitals,2014Ð15,"23,204",,"$4,300",,"$4,420",,21%,,,,,,
Port Macquarie Hospital,Hospital,NSW,Large regional hospitals,2012Ð13,"18,907",,"$4,200",,"$4,450",,12%,,,,,,
Port Macquarie Hospital,Hospital,NSW,Large regional hospitals,2013Ð14,"20,333",,"$4,100",,"$4,490",,14%,,,,,,
Port Macquarie Hospital,Hospital,NSW,Large regional hospitals,2014Ð15,"20,909",,"$4,700",,"$4,420",,14%,,,,,,
Prince of Wales Hospital,Hospital,NSW,Major hospitals,2012Ð13,"46,351",,"$4,800",,"$4,730",,21%,,,,,,
Prince of Wales Hospital,Hospital,NSW,Major hospitals,2013Ð14,"47,955",,"$4,800",,"$4,730",,25%,,,,,,
Prince of Wales Hospital,Hospital,NSW,Major hospitals,2014Ð15,"49,536",,"$4,600",,"$4,680",,26%,,,,,,
Royal North Shore Hospital,Hospital,NSW,Major hospitals,2012Ð13,"58,397",,"$4,500",,"$4,730",,32%,,,,,,
Royal North Shore Hospital,Hospital,NSW,Major hospitals,2013Ð14,"63,641",,"$4,500",,"$4,730",,34%,,,,,,
Royal North Shore Hospital,Hospital,NSW,Major hospitals,2014Ð15,"65,682",,"$4,500",,"$4,680",,36%,,,,,,
Royal Prince Alfred Hospital,Hospital,NSW,Major hospitals,2012Ð13,"77,813",,"$4,300",,"$4,730",,23%,,,,,,
Royal Prince Alfred Hospital,Hospital,NSW,Major hospitals,2013Ð14,"80,042",,"$4,700",,"$4,730",,26%,,,,,,
Royal Prince Alfred Hospital,Hospital,NSW,Major hospitals,2014Ð15,"80,301",,"$4,300",,"$4,680",,28%,,,,,,
Ryde Hospital,Hospital,NSW,Medium metropolitan hospitals,2012Ð13,"7,687",,"$5,300",,"$4,300",,18%,,,,,,
Ryde Hospital,Hospital,NSW,Medium metropolitan hospitals,2013Ð14,"7,871",,"$4,900",,"$4,200",,21%,,,,,,
Ryde Hospital,Hospital,NSW,Medium metropolitan hospitals,2014Ð15,"8,011",,"$4,800",,"$4,080",,24%,,,,,,
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,2012Ð13,"10,269",,"$4,300",,"$4,300",,13%,,,,,,
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,2013Ð14,"11,303",,"$4,100",,"$4,200",,14%,,,,,,
Shellharbour Hospital,Hospital,NSW,Medium metropolitan hospitals,2014Ð15,"11,291",,"$4,300",,"$4,080",,14%,,,,,,
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,2012Ð13,"11,865",,"$5,100",,"$4,450",,20%,,,,,,
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,2013Ð14,"12,346",,"$5,000",,"$4,490",,18%,,,,,,
Shoalhaven Hospital,Hospital,NSW,Large regional hospitals,2014Ð15,"13,496",,"$4,700",,"$4,420",,18%,,,,,,
South East Regional Hospital,Hospital,NSW,Medium regional hospitals,2012Ð13,"6,201",,"$5,500",,"$5,100",,23%,,,,,,
South East Regional Hospital,Hospital,NSW,Medium regional hospitals,2013Ð14,"6,629",,"$5,500",,"$4,940",,20%,,,,,,
South East Regional Hospital,Hospital,NSW,Medium regional hospitals,2014Ð15,"6,574",,"$5,200",,"$4,950",,19%,,,,,,
St George Hospital NSW,Hospital,NSW,Major hospitals,2012Ð13,"50,519",,"$4,400",,"$4,730",,25%,,,,,,
St George Hospital NSW,Hospital,NSW,Major hospitals,2013Ð14,"53,771",,"$4,300",,"$4,730",,27%,,,,,,
St George Hospital NSW,Hospital,NSW,Major hospitals,2014Ð15,"54,830",,"$4,300",,"$4,680",,29%,,,,,,
St Vincent's Hospital [Darlinghurst],Hospital,NSW,Major hospitals,2012Ð13,"37,943",,"$4,600",,"$4,730",,34%,,,,,,
St Vincent's Hospital [Darlinghurst],Hospital,NSW,Major hospitals,2013Ð14,"39,686",,"$4,800",,"$4,730",,35%,,,,,,
St Vincent's Hospital [Darlinghurst],Hospital,NSW,Major hospitals,2014Ð15,"40,949",,"$4,500",,"$4,680",,36%,,,,,,
Sutherland Hospital,Hospital,NSW,Large metropolitan hospitals,2012Ð13,"20,190",,"$4,500",,"$4,460",,39%,,,,,,
Sutherland Hospital,Hospital,NSW,Large metropolitan hospitals,2013Ð14,"20,544",,"$4,500",,"$4,440",,41%,,,,,,
Sutherland Hospital,Hospital,NSW,Large metropolitan hospitals,2014Ð15,"21,747",,"$4,500",,"$4,460",,41%,,,,,,
Sydney Hospital / Sydney Eye Hospital,Hospital,NSW,Medium metropolitan hospitals,2012Ð13,"6,977",,"$5,100",,"$4,300",,17%,,,,,,
Sydney Hospital / Sydney Eye Hospital,Hospital,NSW,Medium metropolitan hospitals,2013Ð14,"7,291",,"$5,100",,"$4,200",,19%,,,,,,
Sydney Hospital / Sydney Eye Hospital,Hospital,NSW,Medium metropolitan hospitals,2014Ð15,"7,478",,"$4,700",,"$4,080",,18%,,,,,,
Tamworth Hospital,Hospital,NSW,Large regional hospitals,2012Ð13,"19,306",,"$4,200",,"$4,450",,20%,,,,,,
Tamworth Hospital,Hospital,NSW,Large regional hospitals,2013Ð14,"19,656",,"$4,200",,"$4,490",,20%,,,,,,
Tamworth Hospital,Hospital,NSW,Large regional hospitals,2014Ð15,"20,079",,"$4,200",,"$4,420",,21%,,,,,,
The Tweed Hospital,Hospital,NSW,Large metropolitan hospitals,2012Ð13,"22,781",,"$4,800",,"$4,460",,8%,,,,,,
The Tweed Hospital,Hospital,NSW,Large metropolitan hospitals,2013Ð14,"23,363",,"$4,600",,"$4,440",,10%,,,,,,
The Tweed Hospital,Hospital,NSW,Large metropolitan hospitals,2014Ð15,"24,372",,"$4,500",,"$4,460",,11%,,,,,,
Wagga Wagga Hospital,Hospital,NSW,Large regional hospitals,2012Ð13,"21,968",,"$4,800",,"$4,450",,18%,,,,,,
Wagga Wagga Hospital,Hospital,NSW,Large regional hospitals,2013Ð14,"23,106",,"$4,700",,"$4,490",,19%,,,,,,
Wagga Wagga Hospital,Hospital,NSW,Large regional hospitals,2014Ð15,"24,557",,"$4,500",,"$4,420",,19%,,,,,,
Westmead Hospital,Hospital,NSW,Major hospitals,2012Ð13,"77,295",,"$4,700",,"$4,730",,14%,,,,,,
Westmead Hospital,Hospital,NSW,Major hospitals,2013Ð14,"85,734",,"$4,400",,"$4,730",,16%,,,,,,
Westmead Hospital,Hospital,NSW,Major hospitals,2014Ð15,"89,601",,"$4,300",,"$4,680",,17%,,,,,,
Wollongong Hospital,Hospital,NSW,Major hospitals,2012Ð13,"46,106",,"$4,500",,"$4,730",,20%,,,,,,
Wollongong Hospital,Hospital,NSW,Major hospitals,2013Ð14,"49,241",,"$4,300",,"$4,730",,21%,,,,,,
Wollongong Hospital,Hospital,NSW,Major hospitals,2014Ð15,"49,403",,"$4,300",,"$4,680",,21%,,,,,,
Wyong Hospital,Hospital,NSW,Large metropolitan hospitals,2012Ð13,"18,429",,"$4,700",,"$4,460",,16%,,,,,,
Wyong Hospital,Hospital,NSW,Large metropolitan hospitals,2013Ð14,"19,021",,"$4,500",,"$4,440",,16%,,,,,,
Wyong Hospital,Hospital,NSW,Large metropolitan hospitals,2014Ð15,"19,397",,"$4,800",,"$4,460",,17%,,,,,,
Albury Wodonga Health [Wodonga Campus],Hospital,Vic,Medium regional hospitals,2012Ð13,"10,445",,"$4,900",,"$5,100",,8%,,,,,,
Albury Wodonga Health [Wodonga Campus],Hospital,Vic,Medium regional hospitals,2013Ð14,"10,854",,"$4,700",,"$4,940",,8%,,,,,,
Albury Wodonga Health [Wodonga Campus],Hospital,Vic,Medium regional hospitals,2014Ð15,"10,375",,"$4,700",,"$4,950",,8%,,,,,,
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2012Ð13,"12,546",,"$4,600",,"$4,300",,13%,,,,,,
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2013Ð14,"12,222",,"$4,300",,"$4,200",,15%,,,,,,
Angliss Hospital,Hospital,Vic,Medium metropolitan hospitals,2014Ð15,"13,166",,"$4,400",,"$4,080",,14%,,,,,,
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2012Ð13,"65,313",,"$4,200",,"$4,730",,20%,,,,,,
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2013Ð14,"67,047",,"$4,100",,"$4,730",,19%,,,,,,
Austin Hospital [Heidelberg],Hospital,Vic,Major hospitals,2014Ð15,"69,971",,"$4,200",,"$4,680",,18%,,,,,,
Ballarat Health Services [Base Campus],Hospital,Vic,Large regional hospitals,2012Ð13,"26,753",,"$3,700",,"$4,450",,22%,,,,,,
Ballarat Health Services [Base Campus],Hospital,Vic,Large regional hospitals,2013Ð14,"29,113",,"$4,100",,"$4,490",,22%,,,,,,
Ballarat Health Services [Base Campus],Hospital,Vic,Large regional hospitals,2014Ð15,"29,753",,"$4,500",,"$4,420",,23%,,,,,,
Box Hill Hospital,Hospital,Vic,Large metropolitan hospitals,2012Ð13,"46,049",,"$3,900",,"$4,460",,18%,,,,,,
Box Hill Hospital,Hospital,Vic,Large metropolitan hospitals,2013Ð14,"46,671",,"$4,000",,"$4,440",,17%,,,,,,
Box Hill Hospital,Hospital,Vic,Large metropolitan hospitals,2014Ð15,"50,132",,"$4,200",,"$4,460",,19%,,,,,,
Casey Hospital,Hospital,Vic,Medium metropolitan hospitals,2012Ð13,"17,338",,"$3,900",,"$4,300",,6%,,,,,,
Casey Hospital,Hospital,Vic,Medium metropolitan hospitals,2013Ð14,"19,097",,"$3,500",,"$4,200",,9%,,,,,,
Casey Hospital,Hospital,Vic,Medium metropolitan hospitals,2014Ð15,"23,837",,"$3,300",,"$4,080",,9%,,,,,,
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2012Ð13,"7,154",,"$4,300",,"$4,450",,10%,,,,,,
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2013Ð14,NA,,NA,,"$4,490",,NA,,,,,,
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2014Ð15,NP,,NP,,"$4,420",,NP,,,,,,
Dandenong Campus,Hospital,Vic,Large metropolitan hospitals,2012Ð13,"47,726",,"$3,700",,"$4,460",,8%,,,,,,
Dandenong Campus,Hospital,Vic,Large metropolitan hospitals,2013Ð14,"51,042",,"$3,600",,"$4,440",,8%,,,,,,
Dandenong Campus,Hospital,Vic,Large metropolitan hospitals,2014Ð15,"55,672",,"$3,700",,"$4,460",,7%,,,,,,
Frankston Hospital,Hospital,Vic,Large metropolitan hospitals,2012Ð13,"45,585",,"$3,400",,"$4,460",,13%,,,,,,
Frankston Hospital,Hospital,Vic,Large metropolitan hospitals,2013Ð14,"46,262",,"$3,300",,"$4,440",,14%,,,,,,
Frankston Hospital,Hospital,Vic,Large metropolitan hospitals,2014Ð15,"49,826",,"$3,600",,"$4,460",,14%,,,,,,
Goulburn Valley Health [Shepparton],Hospital,Vic,Large regional hospitals,2012Ð13,"17,167",,"$4,500",,"$4,450",,14%,,,,,,
Goulburn Valley Health [Shepparton],Hospital,Vic,Large regional hospitals,2013Ð14,"17,418",,"$4,000",,"$4,490",,16%,,,,,,
Goulburn Valley Health [Shepparton],Hospital,Vic,Large regional hospitals,2014Ð15,"18,137",,"$4,200",,"$4,420",,17%,,,,,,
Latrobe Regional Hospital [Traralgon],Hospital,Vic,Large regional hospitals,2012Ð13,"18,500",,"$3,800",,"$4,450",,6%,,,,,,
Latrobe Regional Hospital [Traralgon],Hospital,Vic,Large regional hospitals,2013Ð14,"19,060",,"$3,400",,"$4,490",,6%,,,,,,
Latrobe Regional Hospital [Traralgon],Hospital,Vic,Large regional hospitals,2014Ð15,"20,189",,"$3,700",,"$4,420",,6%,,,,,,
Maroondah Hospital [East Ringwood],Hospital,Vic,Large metropolitan hospitals,2012Ð13,"22,652",,"$3,900",,"$4,460",,21%,,,,,,
Maroondah Hospital [East Ringwood],Hospital,Vic,Large metropolitan hospitals,2013Ð14,"27,760",,"$3,700",,"$4,440",,20%,,,,,,
Maroondah Hospital [East Ringwood],Hospital,Vic,Large metropolitan hospitals,2014Ð15,"29,561",,"$3,500",,"$4,460",,20%,,,,,,
Mildura Base Hospital,Hospital,Vic,Large regional hospitals,2012Ð13,"11,412",,"$4,200",,"$4,450",,5%,,,,,,
Mildura Base Hospital,Hospital,Vic,Large regional hospitals,2013Ð14,"12,147",,"$4,000",,"$4,490",,5%,,,,,,
Mildura Base Hospital,Hospital,Vic,Large regional hospitals,2014Ð15,"12,122",,"$4,100",,"$4,420",,5%,,,,,,
Monash Medical Centre [Clayton],Hospital,Vic,Major hospitals,2012Ð13,"72,649",,"$3,900",,"$4,730",,11%,,,,,,
Monash Medical Centre [Clayton],Hospital,Vic,Major hospitals,2013Ð14,"74,982",,"$4,000",,"$4,730",,10%,,,,,,
Monash Medical Centre [Clayton],Hospital,Vic,Major hospitals,2014Ð15,"78,750",,"$4,000",,"$4,680",,9%,,,,,,
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2012Ð13,"10,849",,"$4,200",,"$4,450",,10%,,,,,,
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2013Ð14,NP,,NP,,"$4,490",,NP,,,,,,
Northeast Health Wangaratta,Hospital,Vic,Large regional hospitals,2014Ð15,NP,,NP,,"$4,420",,NP,,,,,,
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2012Ð13,"3,267",,"$4,000",,"$4,300",,24%,,,,,,
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2013Ð14,"3,521",,"$3,500",,"$4,200",,27%,,,,,,
Rosebud Hospital,Hospital,Vic,Medium metropolitan hospitals,2014Ð15,"3,913",,"$3,400",,"$4,080",,24%,,,,,,
Royal Melbourne Hospital [Parkville],Hospital,Vic,Major hospitals,2012Ð13,"74,009",,"$3,900",,"$4,730",,17%,,,,,,
Royal Melbourne Hospital [Parkville],Hospital,Vic,Major hospitals,2013Ð14,"73,214",,"$3,800",,"$4,730",,18%,,,,,,
Royal Melbourne Hospital [Parkville],Hospital,Vic,Major hospitals,2014Ð15,"76,597",,"$4,200",,"$4,680",,18%,,,,,,
Sandringham Hospital,Hospital,Vic,Medium metropolitan hospitals,2012Ð13,"8,958",,"$4,100",,"$4,300",,3%,,,,,,
Sandringham Hospital,Hospital,Vic,Medium metropolitan hospitals,2013Ð14,NP,,NP,,"$4,200",,NP,,,,,,
Sandringham Hospital,Hospital,Vic,Medium metropolitan hospitals,2014Ð15,"8,634",,"$3,600",,"$4,080",,6%,,,,,,
South West Healthcare [Warrnambool],Hospital,Vic,Large regional hospitals,2012Ð13,"11,562",,"$4,600",,"$4,450",,5%,,,,,,
South West Healthcare [Warrnambool],Hospital,Vic,Large regional hospitals,2013Ð14,"12,264",,"$4,500",,"$4,490",,4%,,,,,,
South West Healthcare [Warrnambool],Hospital,Vic,Large regional hospitals,2014Ð15,"12,305",,"$4,800",,"$4,420",,7%,,,,,,
St Vincent's Hospital [Fitzroy],Hospital,Vic,Major hospitals,2012Ð13,"51,123",,"$4,300",,"$4,730",,13%,,,,,,
St Vincent's Hospital [Fitzroy],Hospital,Vic,Major hospitals,2013Ð14,"52,320",,"$4,300",,"$4,730",,14%,,,,,,
